s,r,Reputation,Prediction,fdk_val,Response,value,trial,fdk_val_1b
sub-1290,2,Nice80,0,1,4,4,46,1
sub-1290,2,Mean80,0,0,2,3,47,1
sub-1290,2,Nice60,0,1,4,4,48,1
sub-1290,2,Mean60,0,0,2,2,49,1
sub-1290,2,Nice80,1,1,3,4,50,2
sub-1290,2,Mean80,1,0,1,3,51,1
sub-1290,2,Nice60,1,0,1,4,52,2
sub-1290,2,Mean60,0,1,3,2,53,1
sub-1290,2,Nice80,NA,1,4,4,54,2
sub-1290,2,Mean80,1,0,1,3,55,1
sub-1290,2,Nice60,0,0,3,4,56,1
sub-1290,2,Mean60,1,1,3,2,57,2
sub-1290,2,Nice80,1,1,3,4,58,2
sub-1290,2,Mean80,1,0,2,3,59,1
sub-1290,2,Nice60,1,0,2,4,60,1
sub-1290,2,Mean60,1,0,1,2,61,2
sub-1290,2,Nice80,1,0,2,4,62,2
sub-1290,2,Mean80,0,1,3,3,63,1
sub-1290,2,Nice60,1,1,2,4,64,1
sub-1290,3,Mean60,1,0,1,2,65,1
sub-1290,3,Nice80,1,1,4,4,66,1
sub-1290,3,Mean80,1,0,1,2,67,2
sub-1290,3,Nice60,1,1,3,3,68,2
sub-1290,3,Mean60,1,0,2,2,69,1
sub-1290,3,Nice80,1,1,3,4,70,2
sub-1290,3,Mean80,0,0,1,2,71,1
sub-1290,3,Nice60,1,0,1,3,72,2
sub-1290,3,Mean60,1,0,2,2,73,1
sub-1290,3,Nice80,NA,1,3,4,74,2
sub-1290,3,Mean80,NA,0,1,2,75,1
sub-1290,3,Nice60,NA,0,1,3,76,1
sub-1290,3,Mean60,1,1,2,2,77,1
sub-1290,3,Nice80,NA,1,2,4,78,2
sub-1290,3,Mean80,1,0,2,2,79,1
sub-1290,3,Nice60,1,1,3,3,80,1
sub-1290,3,Mean60,0,1,3,2,81,2
sub-1290,3,Nice80,1,0,2,4,82,2
sub-1290,3,Mean80,1,1,1,2,83,1
sub-1290,3,Nice60,1,0,2,3,84,2
sub-1290,3,Mean60,1,0,2,2,85,2
sub-1290,3,Nice80,1,1,3,4,86,1
sub-1290,3,Mean80,0,0,1,2,87,2
sub-1290,3,Nice60,0,1,4,3,88,1
sub-1290,3,Mean60,0,1,3,2,89,1
sub-1290,3,Nice80,1,1,2,4,90,2
sub-1290,3,Mean80,1,0,2,2,91,1
sub-1290,3,Nice60,1,0,2,3,92,2
sub-1290,3,Mean60,0,0,2,2,93,2
sub-1290,3,Nice80,1,1,3,4,94,2
sub-1290,3,Mean80,NA,0,2,2,95,1
sub-1290,3,Nice60,1,1,3,3,96,1
sub-1290,4,Mean60,1,1,3,2,97,1
sub-1290,4,Nice80,1,1,4,4,98,2
sub-1290,4,Mean80,1,0,1,3,99,1
sub-1290,4,Nice60,1,1,4,4,100,2
sub-1290,4,Mean60,1,0,2,2,101,2
sub-1290,4,Nice80,1,1,3,4,102,2
sub-1290,4,Mean80,0,0,2,3,103,1
sub-1290,4,Nice60,1,0,3,4,104,2
sub-1290,4,Mean60,0,1,3,2,105,1
sub-1290,4,Nice80,1,1,3,4,106,2
sub-1290,4,Mean80,1,1,3,3,107,1
sub-1290,4,Nice60,1,1,3,4,108,1
sub-1290,4,Mean60,1,0,2,2,109,2
sub-1290,4,Nice80,1,0,2,4,110,2
sub-1290,4,Mean80,1,0,1,3,111,2
sub-1290,4,Nice60,1,1,3,4,112,2
sub-1290,4,Mean60,0,0,2,2,113,1
sub-1290,4,Nice80,1,1,3,4,114,1
sub-1290,4,Mean80,1,0,1,3,115,1
sub-1290,4,Nice60,1,0,2,4,116,2
sub-1290,4,Mean60,1,1,3,2,117,1
sub-1290,4,Nice80,1,1,3,4,118,2
sub-1290,4,Mean80,1,0,2,3,119,1
sub-1290,4,Nice60,NA,1,3,4,120,1
sub-1290,4,Mean60,0,1,4,2,121,2
sub-1290,4,Nice80,1,1,2,4,122,2
sub-1290,4,Mean80,1,1,2,3,123,1
sub-1290,4,Nice60,1,0,2,4,124,2
sub-1290,4,Mean60,0,0,2,2,125,2
sub-1290,4,Nice80,1,0,2,4,126,2
sub-1290,4,Mean80,0,0,2,3,127,2
sub-1292,1,Mean60,NA,0,1,4,1,1
sub-1292,1,Nice80,1,1,4,4,2,1
sub-1292,1,Mean80,1,0,2,4,3,1
sub-1292,1,Nice60,1,1,4,4,4,1
sub-1292,1,Mean60,1,0,2,4,5,1
sub-1292,1,Nice80,1,1,3,4,6,2
sub-1292,1,Mean80,1,0,2,4,7,1
sub-1292,1,Nice60,1,1,3,4,8,2
sub-1292,1,Mean60,NA,1,4,4,9,1
sub-1292,1,Nice80,1,1,3,4,10,2
sub-1292,1,Mean80,1,0,2,4,11,1
sub-1292,1,Nice60,1,0,1,4,12,2
sub-1292,1,Mean60,1,0,2,4,13,2
sub-1292,1,Nice80,1,1,2,4,14,2
sub-1292,1,Mean80,1,0,3,4,15,1
sub-1292,1,Nice60,1,1,3,4,16,1
sub-1292,1,Mean60,1,0,1,4,17,1
sub-1292,1,Nice80,1,1,3,4,18,2
sub-1292,1,Mean80,1,1,4,4,19,1
sub-1292,1,Nice60,1,0,1,4,20,2
sub-1292,1,Mean60,1,1,3,4,21,1
sub-1292,1,Nice80,1,1,2,4,22,2
sub-1292,1,Mean80,1,0,2,4,23,2
sub-1292,1,Nice60,1,1,3,4,24,1
sub-1292,1,Mean60,1,1,4,4,25,2
sub-1292,1,Nice80,1,0,2,4,26,2
sub-1292,1,Mean80,1,0,3,4,27,1
sub-1292,1,Nice60,1,1,3,4,28,2
sub-1292,1,Mean60,1,0,1,4,29,2
sub-1292,1,Nice80,1,1,2,4,30,1
sub-1292,1,Mean80,1,0,1,4,31,1
sub-1292,1,Nice60,1,0,2,4,32,2
sub-1292,2,Mean60,1,1,3,1,33,1
sub-1292,2,Nice80,NA,1,4,1,34,2
sub-1292,2,Mean80,1,1,4,4,35,1
sub-1292,2,Nice60,1,1,3,4,36,1
sub-1292,2,Mean60,NA,0,1,1,37,2
sub-1292,2,Nice80,1,1,3,1,38,2
sub-1292,2,Mean80,NA,0,2,4,39,2
sub-1292,2,Nice60,1,0,1,4,40,2
sub-1292,2,Mean60,1,1,4,1,41,1
sub-1292,2,Nice80,1,0,2,1,42,2
sub-1292,2,Mean80,1,0,1,4,43,1
sub-1292,2,Nice60,1,0,2,4,44,1
sub-1292,2,Mean60,1,0,2,1,45,2
sub-1292,2,Nice80,1,1,4,1,46,1
sub-1292,2,Mean80,1,0,2,4,47,1
sub-1292,2,Nice60,1,1,3,4,48,1
sub-1292,2,Mean60,1,0,3,1,49,1
sub-1292,2,Nice80,1,1,3,1,50,2
sub-1292,2,Mean80,1,0,1,4,51,1
sub-1292,2,Nice60,1,0,2,4,52,2
sub-1292,2,Mean60,1,1,4,1,53,1
sub-1292,2,Nice80,1,1,4,1,54,2
sub-1292,2,Mean80,1,0,2,4,55,1
sub-1292,2,Nice60,1,0,2,4,56,1
sub-1292,2,Mean60,1,1,3,1,57,2
sub-1292,2,Nice80,1,1,3,1,58,2
sub-1292,2,Mean80,1,0,2,4,59,1
sub-1292,2,Nice60,1,0,NA,4,60,1
sub-1292,2,Mean60,1,0,2,1,61,2
sub-1292,2,Nice80,1,0,2,1,62,2
sub-1292,2,Mean80,1,1,3,4,63,1
sub-1292,2,Nice60,NA,1,4,4,64,1
sub-1292,3,Mean60,1,0,2,4,65,1
sub-1292,3,Nice80,1,1,4,4,66,1
sub-1292,3,Mean80,NA,0,NA,4,67,2
sub-1292,3,Nice60,NA,1,NA,4,68,2
sub-1292,3,Mean60,1,0,2,4,69,1
sub-1292,3,Nice80,NA,1,4,4,70,2
sub-1292,3,Mean80,1,0,1,4,71,1
sub-1292,3,Nice60,1,0,2,4,72,2
sub-1292,3,Mean60,1,0,2,4,73,1
sub-1292,3,Nice80,1,1,3,4,74,2
sub-1292,3,Mean80,1,0,2,4,75,1
sub-1292,3,Nice60,1,0,2,4,76,1
sub-1292,3,Mean60,1,1,3,4,77,1
sub-1292,3,Nice80,1,1,3,4,78,2
sub-1292,3,Mean80,1,0,2,4,79,1
sub-1292,3,Nice60,1,1,3,4,80,1
sub-1292,3,Mean60,1,1,3,4,81,2
sub-1292,3,Nice80,1,0,4,4,82,2
sub-1292,3,Mean80,1,1,3,4,83,1
sub-1292,3,Nice60,1,0,2,4,84,2
sub-1292,3,Mean60,1,0,2,4,85,2
sub-1292,3,Nice80,1,1,3,4,86,1
sub-1292,3,Mean80,1,0,2,4,87,2
sub-1292,3,Nice60,1,1,4,4,88,1
sub-1292,3,Mean60,1,1,3,4,89,1
sub-1292,3,Nice80,1,1,4,4,90,2
sub-1292,3,Mean80,1,0,1,4,91,1
sub-1292,3,Nice60,1,0,1,4,92,2
sub-1292,3,Mean60,1,0,1,4,93,2
sub-1292,3,Nice80,1,1,2,4,94,2
sub-1292,3,Mean80,1,0,3,4,95,1
sub-1292,3,Nice60,1,1,2,4,96,1
sub-1292,4,Mean60,1,1,2,1,97,1
sub-1292,4,Nice80,1,1,4,1,98,2
sub-1292,4,Mean80,1,0,1,1,99,1
sub-1292,4,Nice60,1,1,4,1,100,2
sub-1292,4,Mean60,1,0,2,1,101,2
sub-1292,4,Nice80,1,1,3,1,102,2
sub-1292,4,Mean80,1,0,2,1,103,1
sub-1292,4,Nice60,1,0,1,1,104,2
sub-1292,4,Mean60,1,1,4,1,105,1
sub-1292,4,Nice80,1,1,4,1,106,2
sub-1292,4,Mean80,1,1,2,1,107,1
sub-1292,4,Nice60,1,1,1,1,108,1
sub-1292,4,Mean60,NA,0,NA,1,109,2
sub-1292,4,Nice80,NA,0,NA,1,110,2
sub-1292,4,Mean80,NA,0,NA,1,111,2
sub-1292,4,Nice60,1,1,4,1,112,2
sub-1292,4,Mean60,1,0,1,1,113,1
sub-1292,4,Nice80,1,1,4,1,114,1
sub-1292,4,Mean80,1,0,1,1,115,1
sub-1292,4,Nice60,1,0,1,1,116,2
sub-1292,4,Mean60,1,1,3,1,117,1
sub-1292,4,Nice80,NA,1,3,1,118,2
sub-1292,4,Mean80,1,0,3,1,119,1
sub-1292,4,Nice60,NA,1,3,1,120,1
sub-1292,4,Mean60,1,1,3,1,121,2
sub-1292,4,Nice80,1,1,4,1,122,2
sub-1292,4,Mean80,NA,1,2,1,123,1
sub-1292,4,Nice60,1,0,2,1,124,2
sub-1292,4,Mean60,1,0,1,1,125,2
sub-1292,4,Nice80,1,0,2,1,126,2
sub-1292,4,Mean80,NA,0,2,1,127,2
sub-1292,4,Nice60,1,1,3,1,128,1
sub-1304,1,Mean60,1,0,1,4,1,1
sub-1304,1,Nice80,0,1,4,3,2,1
sub-1304,1,Mean80,0,0,2,3,3,1
sub-1304,1,Nice60,0,1,4,4,4,1
sub-1304,1,Mean60,0,0,2,4,5,1
sub-1304,1,Nice80,0,1,NA,3,6,2
sub-1304,1,Mean80,NA,0,2,3,7,1
sub-1304,1,Nice60,0,1,4,4,8,2
sub-1304,1,Mean60,0,1,1,4,9,1
sub-1304,1,Nice80,0,1,4,3,10,2
sub-1304,1,Mean80,0,0,3,3,11,1
sub-1304,1,Nice60,1,0,3,4,12,2
sub-1304,1,Mean60,0,0,2,4,13,2
sub-1304,1,Nice80,0,1,3,3,14,2
sub-1304,1,Mean80,0,0,1,3,15,1
sub-1304,1,Nice60,0,1,4,4,16,1
sub-1304,1,Mean60,0,0,1,4,17,1
sub-1304,1,Nice80,0,1,4,3,18,2
sub-1304,1,Mean80,0,1,4,3,19,1
sub-1304,1,Nice60,0,0,3,4,20,2
sub-1304,1,Mean60,0,1,1,4,21,1
sub-1304,1,Nice80,0,1,3,3,22,2
sub-1304,1,Mean80,0,0,2,3,23,2
sub-1304,1,Nice60,0,1,3,4,24,1
sub-1304,1,Mean60,0,1,1,4,25,2
sub-1304,1,Nice80,0,0,1,3,26,2
sub-1304,1,Mean80,0,0,1,3,27,1
sub-1304,1,Nice60,0,1,4,4,28,2
sub-1304,1,Mean60,0,0,1,4,29,2
sub-1304,1,Nice80,0,1,1,3,30,1
sub-1304,1,Mean80,0,0,1,3,31,1
sub-1304,1,Nice60,0,0,1,4,32,2
sub-1304,2,Mean60,0,1,1,1,33,1
sub-1304,2,Nice80,0,1,1,1,34,2
sub-1304,2,Mean80,0,1,1,1,35,1
sub-1304,2,Nice60,0,1,1,1,36,1
sub-1304,2,Mean60,0,0,1,1,37,2
sub-1304,2,Nice80,0,1,1,1,38,2
sub-1304,2,Mean80,0,0,1,1,39,2
sub-1304,2,Nice60,0,0,1,1,40,2
sub-1304,2,Mean60,0,1,1,1,41,1
sub-1304,2,Nice80,0,0,1,1,42,2
sub-1304,2,Mean80,0,0,1,1,43,1
sub-1304,2,Nice60,0,0,1,1,44,1
sub-1304,2,Mean60,0,0,1,1,45,2
sub-1304,2,Nice80,0,1,1,1,46,1
sub-1304,2,Mean80,0,0,3,1,47,1
sub-1304,2,Nice60,0,1,1,1,48,1
sub-1304,2,Mean60,0,0,1,1,49,1
sub-1304,2,Nice80,0,1,3,1,50,2
sub-1304,2,Mean80,0,0,1,1,51,1
sub-1304,2,Nice60,1,0,1,1,52,2
sub-1304,2,Mean60,0,1,1,1,53,1
sub-1304,2,Nice80,0,1,1,1,54,2
sub-1304,2,Mean80,0,0,1,1,55,1
sub-1304,2,Nice60,0,0,1,1,56,1
sub-1304,2,Mean60,0,1,1,1,57,2
sub-1304,2,Nice80,0,1,2,1,58,2
sub-1304,2,Mean80,0,0,1,1,59,1
sub-1304,2,Nice60,0,0,2,1,60,1
sub-1304,2,Mean60,0,0,2,1,61,2
sub-1304,2,Nice80,0,0,2,1,62,2
sub-1304,2,Mean80,0,1,2,1,63,1
sub-1304,2,Nice60,0,1,1,1,64,1
sub-1304,3,Mean60,0,0,1,1,65,1
sub-1304,3,Nice80,0,1,1,1,66,1
sub-1304,3,Mean80,0,0,1,1,67,2
sub-1304,3,Nice60,0,1,1,1,68,2
sub-1304,3,Mean60,0,0,1,1,69,1
sub-1304,3,Nice80,0,1,1,1,70,2
sub-1304,3,Mean80,0,0,1,1,71,1
sub-1304,3,Nice60,0,0,1,1,72,2
sub-1304,3,Mean60,0,0,1,1,73,1
sub-1304,3,Nice80,0,1,1,1,74,2
sub-1304,3,Mean80,0,0,1,1,75,1
sub-1304,3,Nice60,0,0,NA,1,76,1
sub-1304,3,Mean60,0,1,1,1,77,1
sub-1304,3,Nice80,0,1,1,1,78,2
sub-1304,3,Mean80,0,0,1,1,79,1
sub-1304,3,Nice60,0,1,1,1,80,1
sub-1304,3,Mean60,0,1,1,1,81,2
sub-1304,3,Nice80,0,0,1,1,82,2
sub-1304,3,Mean80,0,1,1,1,83,1
sub-1304,3,Nice60,0,0,1,1,84,2
sub-1304,3,Mean60,0,0,1,1,85,2
sub-1304,3,Nice80,0,1,1,1,86,1
sub-1304,3,Mean80,0,0,1,1,87,2
sub-1304,3,Nice60,0,1,1,1,88,1
sub-1304,3,Mean60,0,1,1,1,89,1
sub-1304,3,Nice80,0,1,1,1,90,2
sub-1304,3,Mean80,0,0,1,1,91,1
sub-1304,3,Nice60,0,0,1,1,92,2
sub-1304,3,Mean60,0,0,1,1,93,2
sub-1304,3,Nice80,0,1,1,1,94,2
sub-1304,3,Mean80,0,0,1,1,95,1
sub-1304,3,Nice60,0,1,1,1,96,1
sub-1304,4,Mean60,0,1,1,1,97,1
sub-1304,4,Nice80,0,1,1,1,98,2
sub-1304,4,Mean80,0,0,1,1,99,1
sub-1304,4,Nice60,0,1,1,1,100,2
sub-1304,4,Mean60,0,0,1,1,101,2
sub-1304,4,Nice80,0,1,1,1,102,2
sub-1304,4,Mean80,0,0,1,1,103,1
sub-1304,4,Nice60,0,0,1,1,104,2
sub-1304,4,Mean60,0,1,1,1,105,1
sub-1304,4,Nice80,0,1,1,1,106,2
sub-1304,4,Mean80,0,1,1,1,107,1
sub-1304,4,Nice60,0,1,1,1,108,1
sub-1304,4,Mean60,0,0,1,1,109,2
sub-1304,4,Nice80,0,0,1,1,110,2
sub-1304,4,Mean80,0,0,1,1,111,2
sub-1304,4,Nice60,0,1,1,1,112,2
sub-1304,4,Mean60,0,0,1,1,113,1
sub-1304,4,Nice80,0,1,1,1,114,1
sub-1304,4,Mean80,0,0,1,1,115,1
sub-1304,4,Nice60,0,0,1,1,116,2
sub-1304,4,Mean60,0,1,1,1,117,1
sub-1304,4,Nice80,0,1,1,1,118,2
sub-1304,4,Mean80,0,0,1,1,119,1
sub-1304,4,Nice60,0,1,1,1,120,1
sub-1304,4,Mean60,0,1,1,1,121,2
sub-1304,4,Nice80,0,1,1,1,122,2
sub-1304,4,Mean80,0,1,1,1,123,1
sub-1304,4,Nice60,0,0,1,1,124,2
sub-1304,4,Mean60,0,0,1,1,125,2
sub-1304,4,Nice80,0,0,1,1,126,2
sub-1304,4,Mean80,0,0,1,1,127,2
sub-1304,4,Nice60,0,1,1,1,128,1
sub-1308,1,Mean60,1,0,2,2,1,1
sub-1308,1,Nice80,0,1,3,2,2,1
sub-1308,1,Mean80,1,0,1,2,3,1
sub-1308,1,Nice60,1,1,3,2,4,1
sub-1308,1,Mean60,0,0,2,2,5,1
sub-1308,1,Nice80,1,1,3,2,6,2
sub-1308,1,Mean80,0,0,3,2,7,1
sub-1308,1,Nice60,1,1,4,2,8,2
sub-1308,1,Mean60,1,1,3,2,9,1
sub-1308,1,Nice80,0,1,3,2,10,2
sub-1308,1,Mean80,1,0,2,2,11,1
sub-1308,1,Nice60,1,0,2,2,12,2
sub-1308,1,Mean60,0,0,2,2,13,2
sub-1308,1,Nice80,1,1,3,2,14,2
sub-1308,1,Mean80,0,0,2,2,15,1
sub-1308,1,Nice60,0,1,3,2,16,1
sub-1308,1,Mean60,0,0,1,2,17,1
sub-1308,1,Nice80,1,1,4,2,18,2
sub-1308,1,Mean80,0,1,2,2,19,1
sub-1308,1,Nice60,0,0,3,2,20,2
sub-1308,1,Mean60,0,1,3,2,21,1
sub-1308,1,Nice80,0,1,4,2,22,2
sub-1308,1,Mean80,1,0,2,2,23,2
sub-1308,1,Nice60,0,1,3,2,24,1
sub-1308,1,Mean60,0,1,3,2,25,2
sub-1308,1,Nice80,1,0,2,2,26,2
sub-1308,1,Mean80,0,0,2,2,27,1
sub-1308,1,Nice60,0,1,4,2,28,2
sub-1308,1,Mean60,0,0,3,2,29,2
sub-1308,1,Nice80,0,1,2,2,30,1
sub-1308,1,Mean80,1,0,3,2,31,1
sub-1308,1,Nice60,0,0,3,2,32,2
sub-1308,2,Mean60,0,1,3,2,33,1
sub-1308,2,Nice80,0,1,2,2,34,2
sub-1308,2,Mean80,1,1,3,1,35,1
sub-1308,2,Nice60,0,1,4,2,36,1
sub-1308,2,Mean60,0,0,2,2,37,2
sub-1308,2,Nice80,1,1,4,2,38,2
sub-1308,2,Mean80,0,0,2,1,39,2
sub-1308,2,Nice60,NA,0,3,2,40,2
sub-1308,2,Mean60,1,1,2,2,41,1
sub-1308,2,Nice80,0,0,2,2,42,2
sub-1308,2,Mean80,0,0,2,1,43,1
sub-1308,2,Nice60,1,0,3,2,44,1
sub-1308,2,Mean60,0,0,2,2,45,2
sub-1308,2,Nice80,1,1,2,2,46,1
sub-1308,2,Mean80,1,0,2,1,47,1
sub-1308,2,Nice60,0,1,3,2,48,1
sub-1308,2,Mean60,0,0,3,2,49,1
sub-1308,2,Nice80,0,1,3,2,50,2
sub-1308,2,Mean80,1,0,2,1,51,1
sub-1308,2,Nice60,0,0,2,2,52,2
sub-1308,2,Mean60,0,1,3,2,53,1
sub-1308,2,Nice80,0,1,NA,2,54,2
sub-1308,2,Mean80,0,0,2,1,55,1
sub-1308,2,Nice60,1,0,3,2,56,1
sub-1308,2,Mean60,0,1,2,2,57,2
sub-1308,2,Nice80,0,1,3,2,58,2
sub-1308,2,Mean80,1,0,NA,1,59,1
sub-1308,2,Nice60,0,0,2,2,60,1
sub-1308,2,Mean60,0,0,2,2,61,2
sub-1308,2,Nice80,0,0,2,2,62,2
sub-1308,2,Mean80,0,1,3,1,63,1
sub-1308,2,Nice60,1,1,3,2,64,1
sub-1308,3,Mean60,0,0,2,2,65,1
sub-1308,3,Nice80,1,1,4,2,66,1
sub-1308,3,Mean80,0,0,2,3,67,2
sub-1308,3,Nice60,1,1,4,3,68,2
sub-1308,3,Mean60,1,0,2,2,69,1
sub-1308,3,Nice80,1,1,3,2,70,2
sub-1308,3,Mean80,0,0,2,3,71,1
sub-1308,3,Nice60,1,0,2,3,72,2
sub-1308,3,Mean60,1,0,2,2,73,1
sub-1308,3,Nice80,0,1,NA,2,74,2
sub-1308,3,Mean80,1,0,3,3,75,1
sub-1308,3,Nice60,0,0,3,3,76,1
sub-1308,3,Mean60,1,1,2,2,77,1
sub-1308,3,Nice80,0,1,3,2,78,2
sub-1308,3,Mean80,1,0,2,3,79,1
sub-1308,3,Nice60,0,1,4,3,80,1
sub-1308,3,Mean60,0,1,3,2,81,2
sub-1308,3,Nice80,NA,0,3,2,82,2
sub-1308,3,Mean80,0,1,3,3,83,1
sub-1308,3,Nice60,0,0,3,3,84,2
sub-1308,3,Mean60,0,0,2,2,85,2
sub-1308,3,Nice80,0,1,3,2,86,1
sub-1308,3,Mean80,NA,0,4,3,87,2
sub-1308,3,Nice60,1,1,2,3,88,1
sub-1308,3,Mean60,0,1,3,2,89,1
sub-1308,3,Nice80,1,1,3,2,90,2
sub-1308,3,Mean80,1,0,2,3,91,1
sub-1308,3,Nice60,0,0,2,3,92,2
sub-1308,3,Mean60,0,0,3,2,93,2
sub-1308,3,Nice80,NA,1,3,2,94,2
sub-1308,3,Mean80,NA,0,2,3,95,1
sub-1308,3,Nice60,0,1,3,3,96,1
sub-1308,4,Mean60,0,1,3,2,97,1
sub-1308,4,Nice80,1,1,3,3,98,2
sub-1308,4,Mean80,0,0,3,3,99,1
sub-1308,4,Nice60,1,1,NA,3,100,2
sub-1308,4,Mean60,0,0,2,2,101,2
sub-1308,4,Nice80,0,1,4,3,102,2
sub-1308,4,Mean80,1,0,2,3,103,1
sub-1308,4,Nice60,0,0,2,3,104,2
sub-1308,4,Mean60,1,1,3,2,105,1
sub-1308,4,Nice80,0,1,3,3,106,2
sub-1308,4,Mean80,0,1,3,3,107,1
sub-1308,4,Nice60,1,1,3,3,108,1
sub-1308,4,Mean60,1,0,3,2,109,2
sub-1308,4,Nice80,0,0,3,3,110,2
sub-1308,4,Mean80,1,0,2,3,111,2
sub-1308,4,Nice60,0,1,NA,3,112,2
sub-1308,4,Mean60,0,0,2,2,113,1
sub-1308,4,Nice80,NA,1,2,3,114,1
sub-1308,4,Mean80,1,0,1,3,115,1
sub-1308,4,Nice60,0,0,NA,3,116,2
sub-1308,4,Mean60,1,1,2,2,117,1
sub-1308,4,Nice80,1,1,NA,3,118,2
sub-1308,4,Mean80,0,0,NA,3,119,1
sub-1308,4,Nice60,0,1,3,3,120,1
sub-1308,4,Mean60,NA,1,3,2,121,2
sub-1308,4,Nice80,1,1,2,3,122,2
sub-1308,4,Mean80,0,1,3,3,123,1
sub-1308,4,Nice60,0,0,3,3,124,2
sub-1308,4,Mean60,0,0,2,2,125,2
sub-1308,4,Nice80,1,0,1,3,126,2
sub-1308,4,Mean80,1,0,2,3,127,2
sub-1308,4,Nice60,0,1,4,3,128,1
sub-1310,1,Mean60,1,0,2,3,1,1
sub-1310,1,Nice80,1,1,3,3,2,1
sub-1310,1,Mean80,0,0,3,3,3,1
sub-1310,1,Nice60,1,1,3,3,4,1
sub-1310,1,Mean60,1,0,2,3,5,1
sub-1310,1,Nice80,1,1,3,3,6,2
sub-1310,1,Mean80,1,0,2,3,7,1
sub-1310,1,Nice60,0,1,3,3,8,2
sub-1310,1,Mean60,0,1,3,3,9,1
sub-1310,1,Nice80,1,1,3,3,10,2
sub-1310,1,Mean80,0,0,2,3,11,1
sub-1310,1,Nice60,1,0,3,3,12,2
sub-1310,1,Mean60,0,0,2,3,13,2
sub-1310,1,Nice80,1,1,4,3,14,2
sub-1310,1,Mean80,1,0,3,3,15,1
sub-1310,1,Nice60,1,1,3,3,16,1
sub-1310,1,Mean60,0,0,3,3,17,1
sub-1310,1,Nice80,1,1,3,3,18,2
sub-1310,1,Mean80,0,1,2,3,19,1
sub-1310,1,Nice60,1,0,2,3,20,2
sub-1310,1,Mean60,0,1,3,3,21,1
sub-1310,1,Nice80,1,1,3,3,22,2
sub-1310,1,Mean80,0,0,2,3,23,2
sub-1310,1,Nice60,0,1,3,3,24,1
sub-1310,1,Mean60,1,1,3,3,25,2
sub-1310,1,Nice80,0,0,3,3,26,2
sub-1310,1,Mean80,0,0,3,3,27,1
sub-1310,1,Nice60,0,1,3,3,28,2
sub-1310,1,Mean60,0,0,2,3,29,2
sub-1310,1,Nice80,1,1,3,3,30,1
sub-1310,1,Mean80,0,0,2,3,31,1
sub-1310,1,Nice60,1,0,3,3,32,2
sub-1310,2,Mean60,0,1,3,2,33,1
sub-1310,2,Nice80,1,1,2,3,34,2
sub-1310,2,Mean80,0,1,2,2,35,1
sub-1310,2,Nice60,0,1,2,3,36,1
sub-1310,2,Mean60,1,0,3,2,37,2
sub-1310,2,Nice80,0,1,3,3,38,2
sub-1310,2,Mean80,0,0,2,2,39,2
sub-1310,2,Nice60,1,0,2,3,40,2
sub-1310,2,Mean60,1,1,3,2,41,1
sub-1310,2,Nice80,1,0,NA,3,42,2
sub-1310,2,Mean80,0,0,2,2,43,1
sub-1310,2,Nice60,0,0,2,3,44,1
sub-1310,2,Mean60,1,0,2,2,45,2
sub-1310,2,Nice80,1,1,3,3,46,1
sub-1310,2,Mean80,0,0,2,2,47,1
sub-1310,2,Nice60,1,1,2,3,48,1
sub-1310,2,Mean60,0,0,3,2,49,1
sub-1310,2,Nice80,1,1,3,3,50,2
sub-1310,2,Mean80,0,0,2,2,51,1
sub-1310,2,Nice60,0,0,3,3,52,2
sub-1310,2,Mean60,0,1,3,2,53,1
sub-1310,2,Nice80,1,1,2,3,54,2
sub-1310,2,Mean80,0,0,2,2,55,1
sub-1310,2,Nice60,1,0,3,3,56,1
sub-1310,2,Mean60,0,1,2,2,57,2
sub-1310,2,Nice80,1,1,3,3,58,2
sub-1310,2,Mean80,0,0,2,2,59,1
sub-1310,2,Nice60,1,0,2,3,60,1
sub-1310,2,Mean60,1,0,2,2,61,2
sub-1310,2,Nice80,1,0,2,3,62,2
sub-1310,2,Mean80,0,1,NA,2,63,1
sub-1310,2,Nice60,1,1,3,3,64,1
sub-1310,3,Mean60,1,0,2,2,65,1
sub-1310,3,Nice80,1,1,3,3,66,1
sub-1310,3,Mean80,0,0,2,2,67,2
sub-1310,3,Nice60,0,1,3,3,68,2
sub-1310,3,Mean60,0,0,NA,2,69,1
sub-1310,3,Nice80,1,1,3,3,70,2
sub-1310,3,Mean80,0,0,2,2,71,1
sub-1310,3,Nice60,1,0,1,3,72,2
sub-1310,3,Mean60,0,0,2,2,73,1
sub-1310,3,Nice80,1,1,3,3,74,2
sub-1310,3,Mean80,1,0,3,2,75,1
sub-1310,3,Nice60,0,0,2,3,76,1
sub-1310,3,Mean60,0,1,NA,2,77,1
sub-1310,3,Nice80,1,1,3,3,78,2
sub-1310,3,Mean80,0,0,2,2,79,1
sub-1310,3,Nice60,1,1,3,3,80,1
sub-1310,3,Mean60,0,1,3,2,81,2
sub-1310,3,Nice80,0,0,NA,3,82,2
sub-1310,3,Mean80,1,1,3,2,83,1
sub-1310,3,Nice60,0,0,NA,3,84,2
sub-1310,3,Mean60,0,0,2,2,85,2
sub-1310,3,Nice80,0,1,3,3,86,1
sub-1310,3,Mean80,0,0,3,2,87,2
sub-1310,3,Nice60,1,1,3,3,88,1
sub-1310,3,Mean60,0,1,NA,2,89,1
sub-1310,3,Nice80,1,1,3,3,90,2
