roi_key,roi_name,mni_x,mni_y,mni_z,n_voxels,n_obs,n_subjects,b_run,b_SA,b_interaction,t_run,t_SA,t_interaction,p_run,p_SA,p_interaction,p_SA_perm,p_interaction_perm,method,rho_run1,rho_run2,rho_run3,rho_run4,q_interaction_fdr,q_SA_fdr
MT_V5_R,R MT/V5,50,-66,6,171,132,33,0.04260060144757312,0.0035315478903251533,0.009277794649957429,1.0334647681970235,0.32014322113634197,0.9403271435537333,0.3033351039812935,0.7493817626462862,0.34882095253657863,0.7382261773822618,0.40085991400859916,ols,0.06666666666666665,0.014718614718614716,0.10822510822510822,0.1411255411255411,0.7638446681647624,0.8707129287071292
FG_L,L fusiform gyrus,-42,-62,-16,171,132,33,-0.04704952059939356,-0.012860842114381361,0.020789211955674774,-0.7294628346368833,-0.745103561440971,1.3466051348553634,0.4670513508040076,0.4575750641942512,0.1804870390618166,0.5197480251974802,0.1451854814518548,ols,0.16190476190476188,-0.03376623376623378,0.19134199134199137,0.05454545454545454,0.5835083158350831,0.8169400451259222
FG_R,R fusiform gyrus,43,-57,-19,171,132,33,0.03617128617598725,0.014668977456716328,0.011136684439607428,0.875289178773483,1.3264372638001258,1.1258947484313073,0.3830560800203139,0.18705668973209183,0.2623166303979686,0.1770822917708229,0.2221777822217778,ols,0.03896103896103897,-0.03896103896103896,0.08917748917748917,0.09783549783549782,0.5835083158350831,0.7747350264973503
pSTS_L,L pSTS,-56,-39,2,171,132,33,-0.05124258747002584,0.009956224612608379,0.006895157818465926,-0.9478274636783767,0.688164378242804,0.5328398776958054,0.34500330308165783,0.49259453462565417,0.5950682891345344,0.507949205079492,0.5626437356264373,ols,0.3090909090909091,0.10995670995670995,0.14458874458874457,0.19480519480519481,0.7937206279372063,0.8169400451259222
pSTS_R,R pSTS,54,-39,0,171,132,33,-0.005484984530186018,0.0054114635981468776,0.015123298056504945,-0.10645373503255277,0.39246370849594436,1.2262704978205756,0.9153890212460671,0.6953683825330004,0.22234802262044287,0.668933106689331,0.21907809219078092,ols,0.20692640692640696,0.15151515151515152,0.21212121212121213,0.14805194805194807,0.5835083158350831,0.8374162583741626
SMA_L,L SMA,-41,6,45,171,132,33,-0.030852861927130826,-0.0021019892540462453,0.006803801729357801,-0.7739837089848551,-0.1970453183229614,0.7130866157855857,0.4403676225862102,0.8441046156940831,0.4770901850099105,0.8616138386161384,0.46355364463553644,ols,0.24848484848484848,0.023376623376623377,0.1896103896103896,0.09610389610389607,0.7937206279372063,0.8897345559561691
AI_L,L anterior insula,-34,19,0,171,132,33,-0.06528487480940007,-0.005816548597912068,0.024899721591001678,-1.5566249572607114,-0.5182460967582577,2.4803911692731164,0.12202866172820025,0.6051812509209576,0.014422137378719356,0.5912408759124088,0.017698230176982303,ols,0.33679653679653676,0.04242424242424245,0.27792207792207796,0.0787878787878788,0.20647935206479354,0.8354364563543645
SMG_R,R supramarginal gyrus,54,-30,38,171,132,33,-0.06613324168962505,0.008049781041579003,-0.008091943543895008,-1.2018562120048752,0.5466584102078639,-0.6143838868498239,0.23163810512752925,0.5855651252461416,0.5400522031454844,0.5967403259674032,0.5027497250274973,ols,0.3887445887445887,0.06320346320346319,0.2623376623376623,0.13419913419913418,0.7937206279372063,0.8354364563543645
Cereb_R,R cerebellum,28,-70,-30,171,132,33,0.018224323132014504,-0.0018856884889090818,-0.0010282362830953907,0.46652503018998165,-0.1803818171571432,-0.10996911724606973,0.6416327689574097,0.8571381038468616,0.9126060950595827,0.8643135686431357,0.9207079292070793,ols,0.07878787878787878,0.09610389610389611,0.20692640692640693,0.08744588744588744,0.9207079292070793,0.8897345559561691
Cereb_L,L cerebellum,-21,-66,-35,171,132,33,0.05207462177986091,0.002599009257115173,0.007997577255074268,0.9220431601484189,0.17196189321285082,0.5916131817318709,0.35824074107382975,0.8637390688699679,0.5551530756765032,0.8580141985801419,0.5109489051094891,ols,0.22424242424242424,-0.16017316017316016,0.25021645021645017,0.18095238095238095,0.7937206279372063,0.8897345559561691
AI_R,R anterior insula,38,18,-3,171,132,33,-0.05827184199769067,0.011200653843377335,0.015514042055774922,-1.3490775838440552,0.9689934031934827,1.5005739948055452,0.17969372348904827,0.3343758870010982,0.1359284534925713,0.29487051294870514,0.12958704129587043,ols,0.22424242424242424,0.042424242424242406,0.22597402597402594,-0.014718614718614726,0.5835083158350831,0.8169400451259222
SMG_L,L supramarginal gyrus,-41,-41,42,171,132,33,-0.03023667164963708,0.012270074570060935,-0.0014661378256643496,-0.6500875530556397,0.985789832402919,-0.13169428760459034,0.5168007238942627,0.3260959932222468,0.8954328823221911,0.40275972402759724,0.875012498750125,ols,0.28658008658008655,-0.10995670995670996,0.25021645021645017,0.03722943722943726,0.9207079292070793,0.8169400451259222
SMA_R,R SMA,48,6,35,171,132,33,-0.057020839601052226,0.0231183761163854,-0.0036941826703474436,-1.2940974126390072,1.9606043029496465,-0.3502724657301205,0.1979617982681622,0.05209699357412099,0.7267099622351928,0.019698030196980302,0.7579242075792421,ols,0.1341991341991342,0.09956709956709957,0.17922077922077922,-0.04415584415584415,0.8557208795249508,0.41995800419958
IFG_L,L inferior frontal gyrus,-45,27,-3,171,132,33,0.06692599856512449,0.012557875714884046,0.006930531280459801,1.2334107570824693,0.8648251638322971,0.5336219331053985,0.21968273653067358,0.38875264578363944,0.5945285630627396,0.45265473452654736,0.4146585341465853,ols,0.1497835497835498,-0.02857142857142858,0.19826839826839826,0.21212121212121213,0.7638446681647624,0.8169400451259222
aMCC,Anterior MCC,1,25,30,171,132,33,-0.03439094256876765,0.015566022071794071,0.013448195328938041,-0.7202059479364219,1.2181184803680847,1.1766055836403828,0.4727113218550717,0.22541952224997855,0.2415364422463202,0.2602739726027397,0.25007499250074994,ols,0.20692640692640696,0.08225108225108226,0.1930735930735931,0.07705627705627704,0.5835083158350831,0.8169400451259222
