"","PID","Condition","CertRate","CertRateVar","Video","SecondEnd"
"X1","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",19
"X2","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",21
"X3","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",23
"X4","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",25
"X5","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",27
"X6","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",29
"X7","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",31
"X8","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",33
"X9","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",35
"X10","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",37
"X11","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",39
"X12","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",41
"X13","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",43
"X14","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",45
"X15","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",47
"X16","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",49
"X17","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",51
"X18","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",53
"X19","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",55
"X20","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",57
"X21","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",59
"X22","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",61
"X23","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",63
"X24","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",65
"X25","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",67
"X26","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",69
"X27","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",71
"X28","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",73
"X29","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",75
"X30","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",77
"X31","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",79
"X32","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",81
"X33","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",83
"X34","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",85
"X35","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",87
"X36","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",89
"X37","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",91
"X38","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",93
"X39","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",95
"X40","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",97
"X41","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",99
"X42","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",101
"X43","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",103
"X44","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",105
"X45","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",107
"X46","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",109
"X47","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",111
"X48","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",113
"X49","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",115
"X50","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",117
"X51","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",119
"X52","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",121
"X53","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",123
"X54","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",125
"X55","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",127
"X56","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",129
"X57","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",131
"X58","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",133
"X59","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",135
"X60","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",137
"X61","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",139
"X62","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",141
"X63","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",143
"X64","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",145
"X65","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",147
"X66","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",149
"X67","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",151
"X68","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",153
"X69","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",155
"X70","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",157
"X71","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",159
"X72","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",161
"X73","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",163
"X74","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",165
"X75","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",167
"X76","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",169
"X77","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",171
"X78","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",173
"X79","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",175
"X80","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",177
"X81","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",179
"X82","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",181
"X83","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",183
"X84","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",185
"X85","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",187
"X86","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",189
"X87","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",191
"X88","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",193
"X89","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",195
"X90","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",197
"X91","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",199
"X92","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",201
"X93","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",203
"X94","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",205
"X95","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",207
"X96","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",209
"X97","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",211
"X98","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",213
"X99","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",215
"X100","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",217
"X101","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",219
"X102","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",221
"X103","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",223
"X104","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",225
"X105","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",227
"X106","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",229
"X107","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",231
"X108","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",233
"X109","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",235
"X110","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",237
"X111","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",239
"X112","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",241
"X113","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",243
"X114","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",245
"X115","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",247
"X116","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",249
"X117","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",251
"X118","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",253
"X119","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",255
"X120","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",257
"X121","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",259
"X122","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",261
"X123","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",263
"X124","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",265
"X125","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",267
"X126","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",269
"X127","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",271
"X128","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",273
"X129","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",275
"X130","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",277
"X131","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",279
"X132","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",281
"X133","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",283
"X134","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",285
"X135","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",287
"X136","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",289
"X137","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",291
"X138","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",293
"X139","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",295
"X140","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",297
"X141","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",299
"X142","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",301
"X143","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",303
"X144","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",305
"X145","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",307
"X146","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",309
"X147","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",311
"X148","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",313
"X149","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",315
"X150","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",317
"X151","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",319
"X152","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",321
"X153","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",323
"X154","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",325
"X155","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",327
"X156","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",329
"X157","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",331
"X158","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",333
"X159","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",335
"X160","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",337
"X161","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",339
"X162","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",341
"X163","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",343
"X164","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",345
"X165","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",347
"X166","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",349
"X167","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",351
"X168","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",353
"X169","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",355
"X170","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",357
"X171","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",359
"X172","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",361
"X173","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",363
"X174","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",365
"X175","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",367
"X176","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",369
"X177","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",371
"X178","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",373
"X179","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",375
"X180","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",377
"X181","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",379
"X182","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",381
"X183","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",383
"X184","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",385
"X185","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",387
"X186","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",389
"X187","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",391
"X188","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",393
"X189","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",395
"X190","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",397
"X191","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",399
"X192","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",401
"X193","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",403
"X194","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",405
"X195","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",407
"X196","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",409
"X197","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",411
"X198","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",413
"X199","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",415
"X200","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",417
"X201","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",419
"X202","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",421
"X203","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",423
"X204","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",425
"X205","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",427
"X206","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",429
"X207","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",431
"X208","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",433
"X209","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",435
"X210","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",437
"X211","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",439
"X212","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",441
"X213","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",443
"X214","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",445
"X215","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",447
"X216","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",449
"X217","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",451
"X218","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",453
"X219","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",455
"X220","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",457
"X221","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",459
"X222","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",461
"X223","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",463
"X224","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",465
"X225","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",467
"X226","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",469
"X227","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",471
"X228","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",473
"X229","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",475
"X230","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",477
"X231","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",479
"X232","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",481
"X233","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",483
"X234","SR-0035","B",-0.541666666666667,2.43522408963585,"StimVidTestLastHalf_comp.mp4",485
"X235","SR-0035","B",-5,0,"StimVidTestLastHalf_comp.mp4",487
"X236","SR-0035","B",-5,0,"StimVidTestLastHalf_comp.mp4",489
"X237","SR-0035","B",-7.75,6.23949579831933,"StimVidTestLastHalf_comp.mp4",491
"X238","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",493
"X239","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",495
"X240","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",497
"X241","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",499
"X242","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",501
"X243","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",503
"X244","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",505
"X245","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",507
"X246","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",509
"X247","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",511
"X248","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",513
"X249","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",515
"X250","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",517
"X251","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",519
"X252","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",521
"X253","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",523
"X254","SR-0035","B",-10.7142857142857,3.08716707021792,"StimVidTestLastHalf_comp.mp4",525
"X255","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",527
"X256","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",529
"X257","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",531
"X258","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",533
"X259","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",535
"X260","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",537
"X261","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",539
"X262","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",541
"X263","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",543
"X264","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",545
"X265","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",547
"X266","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",549
"X267","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",551
"X268","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",553
"X269","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",555
"X270","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",557
"X271","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",559
"X272","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",561
"X273","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",563
"X274","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",565
"X275","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",567
"X276","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",569
"X277","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",571
"X278","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",573
"X279","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",575
"X280","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",577
"X281","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",579
"X282","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",581
"X283","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",583
"X284","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",585
"X285","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",587
"X286","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",589
"X287","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",591
"X288","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",593
"X289","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",595
"X290","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",597
"X291","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",599
"X292","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",601
"X293","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",603
"X294","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",605
"X295","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",607
"X296","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",609
"X297","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",611
"X298","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",613
"X299","SR-0035","B",-15,0,"StimVidTestLastHalf_comp.mp4",615
"X300","SR-0035","B",-12.6470588235294,6.28115653040877,"StimVidTestLastHalf_comp.mp4",617
"X301","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",619
"X302","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",621
"X303","SR-0035","B",-10,0,"StimVidTestLastHalf_comp.mp4",623
"X304","SR-0035","B",-7.83333333333333,6.19047619047619,"StimVidTestLastHalf_comp.mp4",625
"X305","SR-0035","B",-5,0,"StimVidTestLastHalf_comp.mp4",627
"X306","SR-0035","B",-5,0,"StimVidTestLastHalf_comp.mp4",629
"X307","SR-0035","B",-5,0,"StimVidTestLastHalf_comp.mp4",631
"X308","SR-0035","B",-0.92436974789916,3.79931633670417,"StimVidTestLastHalf_comp.mp4",633
"X309","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",635
"X310","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",637
"X311","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",639
"X312","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",641
"X313","SR-0035","B",0,0,"StimVidTestLastHalf_comp.mp4",643
"X314","SR-0035","B",3.10924369747899,5.92864264349808,"StimVidTestLastHalf_comp.mp4",645
"X315","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",647
"X316","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",649
"X317","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",651
"X318","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",653
"X319","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",655
"X320","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",657
"X321","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",659
"X322","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",661
"X323","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",663
"X324","SR-0035","B",9.70833333333333,1.38480392156863,"StimVidTestLastHalf_comp.mp4",665
"X325","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",667
"X326","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",669
"X327","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",671
"X328","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",673
"X329","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",675
"X330","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",677
"X331","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",679
"X332","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",681
"X333","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",683
"X334","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",685
"X335","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",687
"X336","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",689
"X337","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",691
"X338","SR-0035","B",10,0,"StimVidTestLastHalf_comp.mp4",693
"X339","SR-0035","B",8.70833333333333,4.83018207282913,"StimVidTestLastHalf_comp.mp4",695
"X340","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",697
"X341","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",699
"X342","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",701
"X343","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",703
"X344","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",705
"X345","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",707
"X346","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",709
"X347","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",711
"X348","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",713
"X349","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",715
"X350","SR-0035","B",5,0,"StimVidTestLastHalf_comp.mp4",717
"X351","SR-0035","B",4.41666666666667,2.59803921568627,"StimVidTestLastHalf_comp.mp4",719
"X352","SR-0035","B",-0.630252100840336,2.7773821392964,"StimVidTestLastHalf_comp.mp4",721
"X353","SR-0035","B",-16.7083333333333,11.1327030812325,"StimVidTestLastHalf_comp.mp4",723
"X354","SR-0035","B",-22.6890756302521,6.26691354507905,"StimVidTestLastHalf_comp.mp4",725
"X355","SR-0035","B",-25,0,"StimVidTestLastHalf_comp.mp4",727
"X356","SR-0035","B",-25,0,"StimVidTestLastHalf_comp.mp4",729
"X357","SR-0035","B",-25,0,"StimVidTestLastHalf_comp.mp4",731
"X358","SR-0035","B",-25,0,"StimVidTestLastHalf_comp.mp4",733
"X359","SR-0035","B",-25,0,"StimVidTestLastHalf_comp.mp4",735
"X360","SR-0035","B",-25,0,"StimVidTestLastHalf_comp.mp4",737
"X361","SR-0035","B",-25,0,"StimVidTestLastHalf_comp.mp4",739
